Rating,Review_title,Product_review
5.0 out of 5 stars,Very strong suction power,This is my second robot cleaner. I was not satisfied with the suction power of my first one. I've checked several ratings and decided to buy Roborock E4. I'm very much satisfied with it's power. I even found a board pin in the dust bin!
4.0 out of 5 stars,Great little vacuum,"This thing has not stopped finding dust, i thought my floors where clean before but this thing is absolutely amazing at getting every little thing and the app works great not sure about alexa though i just have it on a timer in the app"
5.0 out of 5 stars,This vacuum has good suction power and does a pretty good job for the price.,Suction power
5.0 out of 5 stars,Great product,Loved it. It does its job.
5.0 out of 5 stars,Like it a lot,"It does its job, very satisficed."
5.0 out of 5 stars,Easy to use,"It’s been a week and I love this little vacuum! We have tile, laminate, and some low rugs and “Rosa” takes care of it all. Easy set up, good-simple instructions, would buy again. My floors are so clean!"
5.0 out of 5 stars,Powerful and quiet helper,A lot quieter than usual vacuum. Good to have one when daily vacuum is needed. Dust collection amount is unexpectedly large while the box was not too big. Suction power is strong enough to suck out powder from cracks and pick up paper shreds.
2.0 out of 5 stars,not connecting to wifi,"won’t connect to wifi, waited for hrs. still nothing, will be returning."
5.0 out of 5 stars,works great,very happy
5.0 out of 5 stars,this thing sucks.... LITERALLY,"this vacuum is awesome! has a good path , always finds the dock , and adjusts suction based on the type of floor surface. I would definitely recommend this to other folks... the vacuum has trouble connecting to my orbi network though."
4.0 out of 5 stars,Great overall for the price!,For the price it is a really good vacuum overall. At times it does run into things pretty hard. The manual control could be better. I have not tried the mop attachment but if I do I will update.
4.0 out of 5 stars,Works great for in between vacuums,"It picks up a good amount of dog hair but I still have to use the regular vacuum, just not as much."
1.0 out of 5 stars,Great functionality.  Does not sync with modern capabilities,This is a great product but because of the model does not sync with your home WiFi or the app to work with Alexa. Returned this item as it was a purchase for my 80+ Mom. She needs the capabilities of Alexa to start and stop the device
3.0 out of 5 stars,Alexa does not work with this since it uses MiHome app and you need Roborock app to use.,"I like the vacuum, but does not work with Alexa tried pairing 100 times with no success, seems like the app used is the issue. I have same issue with garage door opener has Amazon Key but won’t work with Alexa."
5.0 out of 5 stars,He is my best friend!!!,It’s the best !!!
2.0 out of 5 stars,Do not buy,It’s big and the mop sucks I only use the vacuum and threw the mop part away
5.0 out of 5 stars,Robot,Muy bueno y mantiene la casa bien limpia 100% recomendado👍👍👍👍
2.0 out of 5 stars,It was a good..,Vacuum was working well but mop clothes kept flipping out and water was not coming out.
5.0 out of 5 stars,The vacuum is awesome. I later received the Mopping Module from the manufacturer.,The mopping module is just what I was hoping for and more. It cleans the areas very well and I am very satisfied with the performance. Thank the manufacturer with assisting me. They are courteous and very professional and definitely places the needs of the customer first
3.0 out of 5 stars,Good to have,Nice but it doesn’t cover entire area. The area near by my dustbin needs more cleaning but roborock never goes to that area. So I daily end up doing cleaning that area by remote control only . Which is seriously very frustrating.
5.0 out of 5 stars,Excellent Robot Vacuum,"Start using it for one week, love it, work fantastic. I like how it runs over transitions and rugs easily. I have a cat, and this vacuum is quite effective at gathering pet hair. I think this is well worth the money."
3.0 out of 5 stars,The Roborocket worked fine but could not connect the my wifi for the MI Home App.,"The Roborocket worked fine but could not connect to my wifi for the MI Home App. I tried for hours to connect, researching every tutorial I could find on the internet for help. I am returning the device. So disappointed."
5.0 out of 5 stars,Threshold Clearing,"I have 0.5"" thresholds in my household and even though it says the Roborock is able to clear up to 0.8""-inch thresholds, it can not clear even simple 0.5"" thresholds. I have no clue how or why it says that it is rated to be able to climb like that."
1.0 out of 5 stars,"Not new, no charging station nor paperwork!",I ordered “new” and this is what I received! It is used and did not include a charging station nor any paperwork.
5.0 out of 5 stars,Best mid-range robot vacuum.,"Without the lidar in more expensive models, this is as good as budget friendly robot vacuums can possibly get. Great value, would recommend."
5.0 out of 5 stars,I love it,"It’s amazing, super powerful, I’m honestly surprised that people pay so much for the roomba but this thing is so good for a fraction of the price!"
5.0 out of 5 stars,Couldn't be happier with performance!,Does an amazing job on our carpet and hardwood floors.
5.0 out of 5 stars,The best appliance I have,If I had to choose between this and my dishwasher it would be this vacuum!
2.0 out of 5 stars,Disappointed,The Roomba is able to get under furniture better. This gets stuck under furniture all the time.
2.0 out of 5 stars,"Mapping technology in the S5 is well worth it, don’t buy the E4!","Spend the extra money for the S5 so that you can map your house yourself. This thing has spent more than an hour in one open concept room in my house. It also constantly spits out “Error 8, remove any obstacles” when it is in the middle of the room. Worthless."
5.0 out of 5 stars,"At this price, why not?","The first time we started this thing and let it go we knew we made the right decision. whether it was our white tile floor or our carpet, this little Roborock rocks!"
5.0 out of 5 stars,Ready to go out of the box.,"Extremely easy to use. Just empty the bin regulary and clean the brushes occasionally, and let it take of the rest."
4.0 out of 5 stars,Decent for the price,Cleans a little erratic and has its quirks. But at its price point is pretty decent.
3.0 out of 5 stars,Does not work I. Shag Carpet,This is a good product. But it does not work on Shag Carper
1.0 out of 5 stars,You get what you pay for,It got stuck very easy and can't find the way back
5.0 out of 5 stars,Amazing,My daughter loves it. Christmas gift for her
5.0 out of 5 stars,Lazier i am,I like how it cleans does a great job. I have 2 dogs and it sucks up dog hair
2.0 out of 5 stars,Needs improvement,The first couple of jobs it worked well. Then all of a sudden it could never find home. After that it just didn’t work.
5.0 out of 5 stars,This vaccine changed my life!,A reliable vaccume that also mops by itself for an affordable price.
5.0 out of 5 stars,Loving it,I love it
1.0 out of 5 stars,Error 2 clean & lightly tap bumper message,We have cleaned bumper and lightly tapped per instruction of voice the vacuum still doesn’t work. We have only had this few months. How do we get this replaced or fixed??
3.0 out of 5 stars,Gets lost a lot.  Can’t find its base.,It’s a good vax if you are willing to pick it up most times and put it back on its base.
